"address","rank","reviewsDistribution/fiveStar","reviewsDistribution/fourStar","reviewsDistribution/oneStar","reviewsDistribution/threeStar","reviewsDistribution/twoStar","postalCode","street","reviewsCount","title","location/lat","location/lng","categoryName","price","totalScore"
"C786+HCJ, Block A1 Block A 1 Valencia, Lahore, Punjab 54770, Pakistan","12",,,,,,"54770","C786+HCJ","1556","Gourmet Bakery - Valencia Town","31.4166959","74.2609688","Bakery","$$","3.8"
"E Block, Youhanabad, Lahore, Punjab 54000, Pakistan","13",,,,,,"54000","E Block","10","KnicKnack","31.4119291","74.3661121","Bakery",,"4.7"
"111 Chenab Ave, WAPDA Town Block F 2 Wapda Town Phase 1 Lahore, Punjab 54000, Pakistan","14",,,,,,"54000","111 Chenab Ave","5","Roshows Bakehouse","31.4363418","74.2647331","Bakery",,"5"
"146-B, main College Road, Block B PCSIR Staff Colony, Lahore, Punjab 54770, Pakistan","15",,,,,,"54770","146-B, main College Road","902","Bevro Bakery Cafe","31.4303605","74.2878613","Bakery",,"4.3"
"Block K3 Block K 3 Wapda Town Phase 1 Lahore, Punjab, Pakistan","16",,,,,,,,"15","SweetLic cakes","31.4208125","74.2609375","Bakery",,"4.6"
"C9P5+7G3, Salman Park, Lahore, Punjab, Pakistan","17",,,,,,,"C9P5+7G3","53","NICE BAKERS AND SWEET","31.4356299","74.3588084","Bakery",,"4.3"
"1153 Street 44, Block M 3 A Lake City, Lahore, Punjab, Pakistan","18",,,,,,,"1153 Street 44","537","Bundu Khan Sweets & Bakers - Lake City","31.3691294","74.2549","Bakery","$$","4.3"
"49c PIA Main Boulevard, Block C Block C 1 Phase 1 Johar Town, Lahore, Punjab 54770, Pakistan","19",,,,,,"54770","49c PIA Main Boulevard","76","Ciasto baker","31.4480315","74.2811726","Bakery",,"4.3"
"2VR6+FX4, Multan Lahore Rd, Narroki Mahja Pattoki, Kasur, Punjab, Pakistan","9",,,,,,,"2VR6+FX4, Multan Lahore Rd","533","Jawa Sweets & Bakers (Jawa Fooding)","31.0410973","73.8624821","Bakery","$$","4.2"
"2VF3+36V, Allama Iqbal Rd, opposite MCB Bank, Pattoki, Kasur, Punjab, Pakistan","17",,,,,,,"2VF3+36V, Allama Iqbal Rd, opposite MCB Bank","160","New White Sweets and Bakers","31.0227352","73.8530394","Bakery",,"4"
"9732+JM6, Lake city mall, Lake City Roundabout, Block M 1 Lake City, Lahore, 54000, Pakistan","4",,,,,,"54000","9732+JM6, Lake city mall, Lake City Roundabout","10","Meemus Kitchen","31.35406","74.2516447","Bakery",,"3.6"
"66H3+73G, Raiwind, Lahore, Punjab, Pakistan","5",,,,,,,"66H3+73G","1","Haider bakeries and jurnal store","31.2281998","74.2026903","Store",,"5"
"F632+PR5, River Edge Housing Scheme, Topaz Block Park View, Lahore, Punjab, Pakistan","3",,,,,,,"F632+PR5, River Edge Housing Scheme","4","Malva sweets and bakers","31.4542625","74.2021094","Bakery",,"4.5"
"67-Topaz, Vfixall, Block, Park View City Lahore Topaz Block Topaz, Lahore, Punjab, Pakistan","4",,,,,,,"67-Topaz, Vfixall, Block","1","Cake Bakery","31.4542882","74.2021506","Bakery",,"4"
"Shop# 1, Main Canal Bank Road, Just of EME, near Total Petroleum, Muhafiz Town, Lahore, Punjab, Pakistan","6",,,,,,,"Shop# 1, Main Canal Bank Road, Just of EME, near Total Petroleum","1246","Kitchen Cuisine - EME","31.455331","74.2169575","Bakery","$$$","4.3"
"6, Raiwind Rd, Ali Town Lahore, Punjab 54000, Pakistan","7",,,,,,"54000","6, Raiwind Rd","1414","Bundu Khan Sweets & Bakers - Raiwind Road","31.4620205","74.244516","Bakery","$$","4.3"
"F67W+PMF, Ali Town Lahore, Punjab, Pakistan","8",,,,,,,"F67W+PMF","21","Al ameer bakery","31.4643034","74.2466718","Bakery",,"4.4"
"123 Abdul Haque Rd, Block L Johar Town, Lahore, Punjab 54000, Pakistan","10",,,,,,"54000","123 Abdul Haque Rd","1053","Mini Treats","31.4679373","74.2673534","Cake shop","$$$","4.3"
"126-B, Block B Judicial Colony, Lahore, Punjab 54000, Pakistan","11",,,,,,"54000","126-B","19","United Bakery","31.4677094","74.2434594","Bakery",,"4"
"G752+FW9, 80 feet road, Maraghzar Colony Saman Zar Colony sabzazar, Lahore, Punjab, Pakistan","12",,,,,,,"G752+FW9, 80 feet road","39","Laraib Bakers and sweets","31.508672","74.2523723","Bakery",,"4.1"
"Architect Ave, K Block Block K Architects Engineers Housing Society, Lahore, Punjab, Pakistan","13",,,,,,,"Architect Ave","334","Malva Bakers & Sweets","31.4437003","74.2576591","Bakery",,"4.2"
"Sajjad Center, Expo Center Rd, Block H-3 Block H 3 Phase 2 Johar Town, Lahore, Punjab, Pakistan","17",,,,,,,"Sajjad Center, Expo Center Rd","691","Cakes & Bakes","31.4701026","74.260081","Bakery","$$","4.2"
"F7P5+J84 Moula Chowk, Amna Park, Multan Rd, near Shoukat Masjid, Hanjarwal, Lahore, Pakistan","18",,,,,,,"F7P5+J84 Moula Chowk, Amna Park, Multan Rd, near Shoukat Masjid","1","Taste and Cake Sweets and Bakers","31.4865206","74.2583128","Bakery",,"5"
"54C2+VRH, Kot Radha Kishan, Kasur, Punjab, Pakistan","22","23","14","3","11","0",,"54C2+VRH","51","New Punjab Sweets & Bakers B#3","31.1721975","74.1021217","Bakery",,"4.1"
"393 D3 Main Boulevard, WAPDA Town Block D 3 Wapda Town Phase 1 Lahore, Punjab 54770, Pakistan","19",,,,,,"54770","393 D3 Main Boulevard","54","Cake A Lot Bake Shop","31.440682","74.2742873","Cake shop",,"4.4"
"54F2+369 Noor ahmad rod, Kot Radha Kishan, Kasur, Punjab, Pakistan","23","1","1","0","1","0",,"54F2+369 Noor ahmad rod","3","Modern Sweets & Bakers","31.1726715","74.1006003","Bakery",,"4"
"54F2+CX7, Kot Radha Kishan, Kasur, Punjab, Pakistan","24",,,,,,,"54F2+CX7","0","Girja gali","31.173669","74.102722","Bakery",,
"5493+GHF, Teachers Colony, Kot Radha Kishan, Kasur, Punjab, Pakistan","25",,,,,,,"5493+GHF","0","Zubair bekrey","31.1684787","74.1037515","Bakery",,
"5495+G9J, Pattoki - Raiwind Rd, Kot Radha Kishan, Kasur, Punjab, Pakistan","26","196","78","18","53","17",,"5495+G9J, Pattoki - Raiwind Rd","362","NDURE","31.1688402","74.1083904","Shopping mall",,"4.2"
"18-km Multan Rd, Kot Gujra, Lahore, Punjab, Pakistan","30","302","80","55","62","21",,"18-km Multan Rd","520","Cakes & Bakes Head Office","31.4465861","74.2025847","Corporate office","$$","4.1"
"1 Canal Rd, Eden Canal Villas Lahore, Punjab, Pakistan","31","232","137","24","54","9",,"1 Canal Rd","456","Jalal Sons - Eden Canal Villas","31.4584584","74.2283974","Grocery store","$$","4.2"
"F69R+GX9 Thokar, Raiwind Rd, Block B Judicial Colony, Lahore, Punjab, Pakistan","32","2","1","0","1","0",,"F69R+GX9 Thokar, Raiwind Rd","4","Raiwindroad","31.4687984","74.2424995","Optical wholesaler",,"4.3"
"Street : 1 Katar Bund Rd, Industrial Area Thoker Niaz Baig, Lahore, Punjab 54000, Pakistan","33","11","1","0","0","0","54000","Street : 1 Katar Bund Rd","12","Sleet Industries","31.4770322","74.2303039","Manufacturer",,"4.9"
"F7H3+Q3M, Street 2, Canal View, Lahore, Punjab, Pakistan","34","114","20","11","19","4",,"F7H3+Q3M, Street 2","168","Canal View Housing Society Main Office","31.4794533","74.2526651","City Hall",,"4.3"
"Jandiala Rd, Sheikhupura, Punjab 39350, Pakistan","3",,,,,,"39350","Jandiala Rd","139","Shahid Sweets & Bakers","31.729236","73.975684","Bakery","$","4.2"
"Faislabad Road, Batti Chowk, Sheikhupura, GPO, Punjab 39350, Pakistan","5",,,,,,"39350","Faislabad Road, Batti Chowk","293","Al-Siddique Bakers & Sweets","31.7105849","73.9957551","Bakery",,"4.2"
"Jandiala Rd, Sheikhupura, Punjab, Pakistan","6",,,,,,,"Jandiala Rd","267","Sweet Mahal & Bakers","31.7231094","73.9800477","Bakery","$$","4.1"
"PX3J+PF5 Makhan Sweets & Bakers, Salah-ud-Din Rd, Jahangirabad, Sheikhupura, Punjab 39350, Pakistan","7",,,,,,"39350","PX3J+PF5 Makhan Sweets & Bakers, Salah-ud-Din Rd","437","Makhan Sweets","31.7038125","73.9819016","Bakery",,"4.1"
"J block, Al Rehman Garden, House# 595, 2 Street 2, Phase Lahore, 54000, Pakistan","8",,,,,,"54000","J block, Al Rehman Garden, House# 595, 2 Street 2","12","Izzy's Bakeshop","31.5941123","74.2431124","Bakery",,"5"
"sweet mahal, Main, Housing Colony Sheikhupura, Punjab 53000, Pakistan","10",,,,,,"53000","sweet mahal, Main","39","Sweet Mahal","31.7037364","74.0219831","Bakery",,"4.2"
"PX6V+P3X, Habib Colony, Sheikhupura, Punjab, Pakistan","11",,,,,,,"PX6V+P3X","159","Butt Sweets & Bakers","31.7118523","73.9927493","Bakery","$$","3.9"
"PWJ3+GW4, Lahore - Sargodha Rd, Machikay, Sheikhupura, Punjab, Pakistan","13",,,,,,,"PWJ3+GW4, Lahore - Sargodha Rd","14","ideal sweet bakery","31.7312742","73.9047983","Bakery",,"4.1"
"14/2 Civil Quarters Rd, Allama Iqbal Park, Sheikhupura, Punjab 39350, Pakistan","14",,,,,,"39350","14/2 Civil Quarters Rd","47","Shimla Bakers and Sweets","31.7093557","73.9822749","Bakery",,"4.4"
"no. 1, Govt. Girls High School, Road, Sheikhupura, Punjab, Pakistan","16",,,,,,,"no. 1, Govt. Girls High School, Road","6","Sultan Sweets | Bakers | Branch 2","31.7109849","73.9739705","Bakery",,"4.7"
"CPX6+GXM, Street no 3, Housing Colony, Nankana Sahib, Punjab 39100, Pakistan","9",,,,,,"39100","CPX6+GXM, Street no 3","0","Bilal sweets and bakers","31.4488259","73.712435","Bakery",,
"MXM9+QVM, Sheikhupura, Punjab, Pakistan","19",,,,,,,"MXM9+QVM","1","Bismillah Bakery","31.6847634","73.9706071","Bakery",,"5"
"Rail Bazar, Narang Mandi, Sheikhupura, Punjab 39050, Pakistan","1",,,,,,"39050","Rail Bazar","13","Haji Ashraf Bakers","31.9038842","74.5139886","Bakery",,"4.5"
"PXCW+797, Ram Garh Rd, Sheikhupura, Punjab, Pakistan","20",,,,,,,"PXCW+797, Ram Garh Rd","4","Super gourmay sweet and Baker","31.7206611","73.9959229","Bakery",,"4.8"
"E Block Block F Punjab CHS, Lahore, Punjab, Pakistan","10",,,,,,,,"1268","Gourmet PCHS","31.4553125","74.3659375","Bakery","$$","4.1"
"Block B Pak-Arab Housing Scheme, Lahore, Punjab 54600, Pakistan","12",,,,,,"54600",,"189","Sahari Sweets & Bakers","31.4316816","74.348327","Bakery",,"4"
"Shop 12, Block-Y, Phase, 3C, Sector Y DHA Phase 3, Lahore, Punjab 54792, Pakistan","16",,,,,,"54792","Shop 12, Block-Y, Phase, 3C","2204","Layers Bakeshop - Y Block DHA","31.469168","74.3757923","Bakery","$$","4.5"
"Y block Sector Y DHA Phase 3, Lahore, Punjab 54000, Pakistan","17",,,,,,"54000",,"58","Baking Fantasies | Cherish the best times","31.4709384","74.3763133","Bakery",,"4.8"
"Model Town Extension Block G Model Town, Lahore, Punjab, Pakistan","18",,,,,,,,"1202","Layers Bakeshop - Model Town","31.4718737","74.3198436","Bakery","$$","4.5"
"25 Egerton Rd, Jogi Mohalla Garhi Shahu, Lahore, Punjab 54000, Pakistan","20",,,,,,"54000","25 Egerton Rd","18","The Pastry Shop","31.5615315","74.3296716","Bakery",,"4.4"
"XX7H+X69, Zaheerabad, Chunian, Kasur, Punjab 55220, Pakistan","23","90","20","9","15","1","55220","XX7H+X69, Zaheerabad","135","Al-Majeed Fastfood & Bakers","30.9649023","73.9781039","Bakery",,"4.3"
"Old post office bazaar, Chunian, Kasur, Punjab, Pakistan","25","6","2","2","3","0",,"Old post office bazaar","13","Niaz Sweet's & Baker's","30.9641613","73.9780249","Bakery",,"3.8"
"New bus stand, Chunian, Kasur, Punjab, Pakistan","26","0","1","0","1","0",,"New bus stand","2","Pak shirin mehal sweets and bakers","30.953203","73.9693425","Bakery",,"3.5"
"1, Kanganpur, 55000, Pakistan","7",,,,,,"55000","1","31","Aslam Sweets and bakers","30.7691194","74.1227426","Bakery",,"4.3"
"XX9F+W64, near Fasal bank, Chunian, Kasur, Punjab, Pakistan","27",,,,,,,"XX9F+W64, near Fasal bank","0","Naik Sweet & Bakers","30.9697656","73.9730639","Bakery",,
"XX7H+X69, Chunian, Kasur, Punjab 55220, Pakistan","28","0","0","2","0","0","55220","XX7H+X69","2","A.M Gandu Kachra Bakery","30.9648081","73.9781503","Bakery",,"1"
"XX7G+XJM, Allahabad - Chunian Rd Zaheerabad, Chunian, Kasur, Punjab 55220, Pakistan","29","0","0","1","0","0","55220","XX7G+XJM, Allahabad - Chunian Rd Zaheerabad","1","Javaid Bakery & General Store","30.9649561","73.9765457","Bakery",,"1"
"HFWX+RH6, Dograe Kalan Lahore, Punjab, Pakistan","1",,,,,,,"HFWX+RH6","278","Gourmet Foods","31.5970468","74.4988992","Bakery","$$","4"
"GT Rd, Fahad Town Lahore, Punjab 54000, Pakistan","2",,,,,,"54000","GT Rd","3","New Pak Sweets & Bakers","31.5948436","74.4775766","Bakery",,"5"
"HFV4+4X3, Chowk Yadgar Shaheda, GT Rd, opp. Manawan Hospital, Phase 2 Al Ghani Garden, Lahore, Punjab, Pakistan","5",,,,,,,"HFV4+4X3, Chowk Yadgar Shaheda, GT Rd, opp. Manawan Hospital","7","AL-TAJ Sweet and Bakers التاج سویٹس اینڈ بیکرز","31.5927663","74.4574244","Bakery",,"4.7"
"86 Allama Iqbal Rd, Garhi Shahu, Lahore, Punjab 54000, Pakistan","7",,,,,,"54000","86 Allama Iqbal Rd","1","Laraib Bakers & Sweets","31.5626679","74.3465772","Bakery",,"5"
"Sector F Rd, Askari X, Lahore, Punjab, Pakistan","9",,,,,,,"Sector F Rd","176","Jalal Sons","31.5257459","74.4201603","Bakery","$$","4.1"
"Plaza, 59 S Barki Rd, Imperial Garden Homes Commercial Area Paragon City, Lahore, Punjab 53200, Pakistan","11",,,,,,"53200","Plaza, 59 S Barki Rd","36","Bundu Khan Bakers Paragon City Imperial Garden.","31.5250857","74.4534022","Bakery",,"3.7"
"Naseerabad Rd, Gopal Nagar Lahore, Punjab, Pakistan","12",,,,,,,"Naseerabad Rd","313","New Kashmir Bakery Lahore","31.4886354","74.3441535","Bakery",,"4.2"
"G9CH+QH8, Bagh Ali Rd, Girja Chowk, Cantonment, Lahore, Punjab, Falcon Complex, Lahore, Punjab, Pakistan","13",,,,,,,"G9CH+QH8, Bagh Ali Rd, Girja Chowk, Cantonment, Lahore, Punjab","455","Shezan Bakers & Confectioners *ahmed ch.)","31.5219219","74.3789669","Bakery",,"4.1"
"H858+4J5, Mozang Chungi, Lahore, Punjab 54000, Pakistan","14",,,,,,"54000","H858+4J5","630","Bundu Khan Sweets & Bakers","31.5577736","74.3166182","Bakery","$$","4.2"
"HCFJ+J47, Unnamed Road, Harbanspura, Lahore, Punjab, Pakistan","15",,,,,,,"HCFJ+J47, Unnamed Road","68","Mary Dawn Foods and Bakery","31.5740318","74.4302969","Bakery",,"4.3"
"24 Egerton Rd, Jogi Mohalla Garhi Shahu, Lahore, Punjab 54000, Pakistan","17",,,,,,"54000","24 Egerton Rd","40","Faletti's Bakery","31.5611981","74.3278044","Bakery",,"4.6"
"8RQP+4R9, Saleem Pur Pakka Pardhan, Nankana Sahib, Punjab, Pakistan","21",,,,,,,"8RQP+4R9","0","Khalid super store","31.3377794","73.8371242","Bakery",,
"8RH3+6MQ, Khaki shah stop, More Khunda, Nankana Sahib, Punjab, Pakistan","22",,,,,,,"8RH3+6MQ, Khaki shah stop","0","Haq bahoo discount shop & AFZAL ALI LUCK","31.3280771","73.8042265","Bakery",,
"Sangla Hill, Hameed Nizami Rd Milad-e-Mustafa Chowk, Nankana, 39600, Pakistan","8",,,,,,"39600","Sangla Hill, Hameed Nizami Rd Milad-e-Mustafa Chowk","75","shalimar sweets & bakeries","31.7146269","73.3766757","Bakery",,"4"
"R4C5+M3J, Shamkot Nau, Kasur, Punjab, Pakistan","1",,,,,,,"R4C5+M3J","1","Khan G panshop","30.8217125","74.1076406","Bakery",,"5"
"Bodu ki tasil chunia Distrc kusar Change, manga, 55200, Pakistan","6",,,,,,"55200","Bodu ki tasil chunia Distrc kusar Change","0","Al Rahman sweets& Bakers","30.8601079","74.0770022","Bakery",,
"58RH+V4G near by post office, Kasur - Raiwind Rd, Rao Khan Wala, Kasur, Punjab, Pakistan","21","2","2","1","1","0",,"58RH+V4G near by post office, Kasur - Raiwind Rd","6","786 Bakers & Sweets","31.1921949","74.3278387","Bakery",,"3.7"
"59G4+Q89, Service Rd, Naqeeb Abad, Kasur, Punjab 55050, Pakistan","22",,,,,,"55050","59G4+Q89, Service Rd","0","Bread & Bakes Factory","31.1769013","74.355874","Bakery",,
"X7MC+6VJ, Depal Pur Rd, Khudian Khas, Kasur, Punjab, Pakistan","5",,,,,,,"X7MC+6VJ, Depal Pur Rd","15","Raja Bakers","30.9830799","74.2721405","Bakery",,"4.1"
"Allama Iqbal Rd, Kashmir Block Allama Iqbal Town, Lahore, Punjab 54570, Pakistan","6",,,,,,"54570","Allama Iqbal Rd","237","Cakes & Bakes","31.5211123","74.290021","Bakery","$$","4.5"
"Samanabad Town, Lahore, Punjab 54000, Pakistan","15",,,,,,"54000",,"1756","Bay Bakery","31.5361691","74.305197","Bakery",,"4.4"
"Main Blvd, Block G4 Block G 4 Phase 2 Johar Town, Lahore, Punjab, Pakistan","17",,,,,,,"Main Blvd","999","Cakes & Bakes","31.4725265","74.2717244","Bakery","$$","4.2"
,"5",,,,,,,,"316","Dessert Directory","31.4829403","74.3343893","Dessert shop","$$$","4.2"
"Mian Plaza Civic Center, Johar, Block D2 Town, Lahore, 54782, Pakistan","7",,,,,,"54782","Mian Plaza Civic Center, Johar","49","PARMO Cafe & Patisserie - Specialists in Chicken Parmesan, Fajitas, Enchiladas, Cakes, Cupcakes and Desserts","31.4628689","74.2882567","Bakery",,"4.9"
"F8H5+J4G, Abul-ul-Asphani Road, Block B Faisal Town, Lahore, Punjab, Pakistan","8",,,,,,,"F8H5+J4G, Abul-ul-Asphani Road","20","Lasani Sweets","31.4790671","74.3078339","Bakery",,"4.5"
"Khayaban-e-Iqbal, Sector XX DHA Phase 3, Lahore, Punjab, Pakistan","10",,,,,,,"Khayaban-e-Iqbal","955","Cakes & Bakes","31.4711717","74.3669962","Bakery",,"4.2"
"R Block Block R Model Town, Lahore, Punjab, Pakistan","11",,,,,,,,"407","Ideal Bakers","31.4741875","74.3339375","Bakery","$","4.3"
"314, Z Block, Sector Z DHA Phase 3, Lahore, Punjab 54000, Pakistan","12",,,,,,"54000","314, Z Block","102","Baked","31.4754821","74.3784614","Bakery",,"4.2"
"F885+QQH, Maulana Shaukat Ali Rd, Block D Faisal Town, Lahore, Punjab 54770, Pakistan","13",,,,,,"54770","F885+QQH, Maulana Shaukat Ali Rd","519","Fazal Sweets And Bakers","31.466937","74.3094793","Bakery",,"4.1"
"381-A-II, College Road, Block A 3 Phase 1 Johar Town, Lahore, Punjab 54770, Pakistan","14",,,,,,"54770","381-A-II, College Road","359","Fresh Inn Bakers","31.4592106","74.3019785","Bakery",,"4.1"
"F8RP+JWR, Bhabra Block M Gulberg III, Lahore, Punjab, Pakistan","15",,,,,,,"F8RP+JWR","999","Bundu Khan Sweets & Bakers - Naseerabad, Bhabra Market","31.4916047","74.337273","Bakery",,"4.4"
"College Road, Block 2 Sector C-1 Block 2 Twp Sector C 1 Township, Lahore, Punjab 54600, Pakistan","16",,,,,,"54600","College Road","1353","Cakes & Bakes","31.450447","74.2984544","Bakery","$$","4.3"
"Central Plaza, 41, UGF, Barkat Market, New Muslim Town Commercial Area Garden Town, Lahore, Punjab, Pakistan","17",,,,,,,"Central Plaza, 41, UGF, Barkat Market","246","Cakes & Bakes","31.4993114","74.321729","Bakery",,"4.2"
"F895+829, Abul Hassan Isfahani Rd, Block D Faisal Town, Lahore, Punjab 54770, Pakistan","18",,,,,,"54770","F895+829, Abul Hassan Isfahani Rd","1107","Bundu Khan Sweets & Bakers - Faisal Town","31.4682879","74.3076178","Bakery","$$","4.3"
"F277+MP7, Sharaqpur, Sheikhupura, Punjab, Pakistan","24","1","0","1","1","0",,"F277+MP7","3","Ghousia General Store & Baker's","31.4649528","74.015058","Bakery",,"3"
"F85X+VVQ, main Lahore – Kasur Rd, Nishtar Town, Lahore, Punjab 54000, Pakistan","19",,,,,,"54000","F85X+VVQ, main Lahore – Kasur Rd","249","Gourmet Foods - Ghazi Road","31.4594375","74.3506875","Bakery","$$","4.1"
"751, Block C Faisal Town, Lahore, Punjab, Pakistan","20",,,,,,,"751","190","Cakes and Bakes","31.4746856","74.3023612","Bakery",,"4.2"
"55 DD, Civic Commercial Area Sector CCA Dha Phase 4, Lahore, Punjab, Pakistan","15",,,,,,,"55 DD","192","Bread & Beyond","31.4628743","74.3832262","Bakery","$$","4.2"
"Capt. Mubeen, E 159 Ahmed Mobeen Shaheed Upas, Sultan Park Qasimpura, Lahore, Punjab 54600, Pakistan","13",,,,,,"54600","Capt. Mubeen, E 159 Ahmed Mobeen Shaheed Upas","23","Big Fat Rolls","31.50603","74.3594575","Wholesale bakery",,"4.7"
"T-Block, DHA, Street 8, Sector FF Dha Phase 4, Lahore, Punjab, Pakistan","16",,,,,,,"T-Block, DHA, Street 8","438","Gourmet Foods","31.464849","74.3894562","Bakery","$$","3.9"
"207-CCA, Block-FF Dha Phase 4, Lahore, Punjab 54792, Pakistan","16",,,,,,"54792","207-CCA","113","Baba Bakers & Sweets","31.4646953","74.3889919","Bakery",,"4.2"
"F98J+CPW, Gold crest mall sector DD phase 4 Dha lahore, DHA Phase 4 Sector DD DHA Phase 3, Lahore, Punjab, Pakistan","17",,,,,,,"F98J+CPW, Gold crest mall sector DD phase 4 Dha lahore","785","Loafology Bakery & Cafe - Gold Crest Mall","31.4659802","74.3818951","Bakery",,"4.1"
"59, Block G1 Block G 1 Phase 1 Johar Town, Lahore, Punjab 54000, Pakistan","33","474","19","6","0","0","54000","59","499","Tabrezian cakes","31.4793041","74.2825271","Cake shop",,"4.9"
"F7GJ+HG3, Block G Phase 1 Johar Town, Lahore, Punjab, Pakistan","36","366","185","18","66","18",,"F7GJ+HG3","653","Bundu Khan Sweets & Bakers - G1, Johar Town","31.476395","74.2812892","Bakery","$$$","4.3"
"6 A1 Main Blvd, A1 Block A 1 PIA Housing Society, Lahore, Punjab 54000, Pakistan","37","75","31","12","11","2","54000","6 A1 Main Blvd","131","Divine Bakers","31.4509153","74.2859098","Bakery",,"4.2"
"Building 4 Sector GG, Commercial Phase 4 DHA, Lahore, Pakistan","39","697","73","50","25","16",,"Building 4 Sector GG","861","Dessertery","31.4585572","74.3850003","Cake shop",,"4.6"
"7MF9+CRP, Kot Namdar, Nankana Sahib, Punjab, Pakistan","12",,,,,,,"7MF9+CRP","0","Bau Pakoray","31.2735852","73.6695736","Bakery",,
"H#103-G St#4 Grove block, Barki Rd, Paragon City, Lahore, 54000, Pakistan","5",,,,,,"54000","H#103-G St#4 Grove block, Barki Rd","39","Tringo's","31.5255191","74.4510299","Bakery",,"4.9"
"House no: 20, Eden Avenue, Airport Rd, Housing Society Block A Park View CHS, Lahore, Punjab 54000, Pakistan","6",,,,,,"54000","House no: 20, Eden Avenue, Airport Rd","32","Bakistan - Custom Cakes in Lahore","31.519283","74.4248686","Cake shop",,"4.9"
"Shop 20, Sector M Dha Phase 1، M, Lahore, Punjab 54600, Pakistan","17",,,,,,"54600","Shop 20","563","Forever Bakery | custom cakes| wedding cakes | birthday cakes","31.4840545","74.4019472","Bakery",,"4.2"
"Street 12 Khayaban-e-Jinnah, Iqbal Park, Lahore, Punjab 54000, Pakistan","43","663","401","33","139","30","54000","Street 12 Khayaban-e-Jinnah","1266","Kitchen Cuisine - DHA Main Boulevard","31.4871632","74.3814064","Bakery","$$$","4.3"
"Johar, Khayaban-e-Firdousi, Block B Phase 1 Town, Lahore, Punjab 54600, Pakistan","44","961","572","134","413","108","54600","Johar, Khayaban-e-Firdousi","2188","Gourmet Foods & Bakers","31.4664375","74.2938125","Bakery","$$","4"
"Abdul Haque Rd, Block G1 Block G 1 Phase 1 Johar Town, Lahore, Punjab, Pakistan","46","963","531","49","233","40",,"Abdul Haque Rd","1816","Cakes & Bakes","31.4800261","74.2813288","Bakery","$$","4.3"
"F77F+GQ6, P and, Block Q, Phase 2 Johar Town, Lahore, Punjab, Pakistan","47","636","280","30","99","22",,"F77F+GQ6, P and, Block Q","1067","Jalal Sons - Johar Town","31.4637944","74.2743822","Bakery","$$","4.4"
"Haider Rd, Sector A2 Block 6 Sector A 2 Lahore, Punjab 54770, Pakistan","48","337","128","33","71","30","54770","Haider Rd","599","Zeeshan Sweets & Bakers","31.4532501","74.3216943","Bakery",,"4.2"
"F7CH+XGC, Block F2 Block F 2 Phase 1 Johar Town, Lahore, Punjab, Pakistan","50","215","134","38","87","16",,"F7CH+XGC","490","Butt Sweets & Bakers","31.4724402","74.2787777","Bakery","$$","4"
"F958+53Q, Punjab Cooperative Housing Society Main Blvd, Block F Punjab CHS, Lahore, Punjab, Pakistan","51","663","283","41","110","25",,"F958+53Q, Punjab Cooperative Housing Society Main Blvd","1122","Bundu Khan Bakers & Sweets (Ghazi Road)","31.4579503","74.3652329","Bakery","$$","4.3"
"7A Model Town Circular Rd, Block C Model Town, Lahore, Punjab 54000, Pakistan","52","633","364","25","112","30","54000","7A Model Town Circular Rd","1164","Kitchen Cuisine - Model Town","31.488688","74.3256288","Bakery","$$$","4.3"
"12 Q, Model Town Extension Block Q Model Town, Lahore, Punjab, Pakistan","53","260","107","18","37","9",,"12 Q","431","Bundu Khan Sweets & Bakers - Model Town, Near Link Road","31.4712578","74.3202598","Bakery",,"4.4"
"925, Block C Faisal Town, Lahore, Punjab, Pakistan","56","63","21","3","5","1",,"925","93","Sialkot Sweet's and bakers","31.4723787","74.3030798","Bakery",,"4.5"
"12, Block D PIA Housing Society, Lahore, Punjab 54770, Pakistan","57","223","112","25","48","9","54770","12","417","Cakes & Bakes","31.4461888","74.2807557","Bakery","$$","4.2"
"Maulana Shaukat Ali Rd, Block A Phase 1 Johar Town, Lahore, Punjab 54770, Pakistan","59","239","140","21","56","9","54770","Maulana Shaukat Ali Rd","465","Cakes & Bakes","31.4688615","74.3039082","Bakery","$$","4.2"
"Shop# 2 Unique Arcade G-1 Market, Block G Phase 1 Johar Town, Lahore, Punjab, Pakistan","60","314","138","24","73","19",,"Shop# 2 Unique Arcade G-1 Market","568","Kitchen Cuisine","31.4747225","74.2804041","Bakery","$$$","4.2"
"8QFW+4XC, Lahore-Jaranwala Rd, More Khunda, Nankana Sahib, Punjab, Pakistan","21","0","0","0","2","0",,"8QFW+4XC, Lahore-Jaranwala Rd","2","Malva Bakers&Sweets","31.3228084","73.7973907","Bakery",,"3"
"8QCR+8WG, Lahore-Jaranwala Rd Chowk, More Khunda, Nankana Sahib, Punjab 39120, Pakistan","22","1","0","0","0","0","39120","8QCR+8WG, Lahore-Jaranwala Rd Chowk","1","Al-Falah Bakers & Sweet Shop","31.320818","73.7923377","Bakery",,"5"
"PHHG+Q7, Safdarabad, Nankana Sahib, Punjab, Pakistan","1",,,,,,,"PHHG+Q7","4","Madina Sweets","31.729536","73.5757921","Bakery",,"4.8"
"HC78+G7F, Taj Bagh Scheme Lahore, Punjab, Pakistan","8",,,,,,,"HC78+G7F","41","Top Bakers","31.5638048","74.4156732","Bakery",,"4.2"
