"title","reviewsCount","reviewsDistribution/fiveStar","reviewsDistribution/fourStar","reviewsDistribution/oneStar","reviewsDistribution/threeStar","reviewsDistribution/twoStar","street","price","categoryName","location/lat","location/lng","totalScore","postalCode","address"
"Bismillah hair and beauty salon","2",,,,,,"2VX8+F65 Malawala Bus Stop, Multan Lahore Rd",,"Hair salon","31.048637","73.8656141","4.5",,"2VX8+F65 Malawala Bus Stop, Multan Lahore Rd, Pattoki, Kasur, Punjab, Pakistan"
"COSMO SALON","1852",,,,,,"424",,"Beauty salon","31.4450572","74.2788451","4.5","54770","424, Block E Pia Housing Scheme, Lahore, Punjab 54770, Pakistan"
"Makeover Salon & Spa","101",,,,,,"House # 170",,"Beauty salon","31.4673123","74.2576263","4.2","54000","House # 170, J 3 Block Block J 3 Phase 2 Johar Town, Lahore, Punjab 54000, Pakistan"
"Set My Hair Salon - Johar Town","500",,,,,,"428 E - Main Allah Hoo Chowk، near Chaye Dosti",,"Hair salon","31.4681914","74.2961306","4.8","54000","428 E - Main Allah Hoo Chowk، near Chaye Dosti, Block E Phase 1 Johar Town, Lahore, Punjab 54000, Pakistan"
"icandy beauty salon","347",,,,,,"A 12",,"Beauty salon","31.4207996","74.1819939","4.8",,"A 12, Izmir, Lahore, Pakistan"
"Mani's Salon","87",,,,,,"12-D",,"Beauty salon","31.4461888","74.2807557","4.8","54000","12-D, Block D Pia Housing Scheme, Lahore, Punjab 54000, Pakistan"
"Arfa's Beauty Salon & Bridal Lounge Branch II","121",,,,,,"Opposite gate number two near allied school",,"Beauty salon","31.600372","74.2289056","4.8","54000","Opposite gate number two near allied school, Al Rehman Garden Phase 2, Lahore, 54000, Pakistan"
"Swiss Salon, Jubilee Town, Lahore","54",,,,,,"197-C C",,"Beauty salon","31.4108291","74.188401","4.9","54000","197-C C, Block C Jubilee Town, Lahore, Punjab 54000, Pakistan"
"CORAL | beauty emporium | Johar Town Lahore | beauty salon & skin clinic","105",,,,,,"Q block, 599 Main Blvd, opposite Pizza Hut",,"Beauty salon","31.462573","74.2746528","4.7","43730","Q block, 599 Main Blvd, opposite Pizza Hut, Block Q Phase 2 Johar Town, Lahore, Punjab 43730, Pakistan"
"COSMO SALON","1155",,,,,,"28-B, MM Alam Rd",,"Beauty salon","31.5102911","74.3498815","4.5","54000","28-B, MM Alam Rd, Block C/II Block C 2 Gulberg III, Lahore, Punjab 54000, Pakistan"
"Leaf Hair Salon","179",,,,,,"436-G1 Market Usman Plaza, First Floor, opp. Butt Sweets",,"Hair salon","31.472683","74.2784358","4.4","54000","436-G1 Market Usman Plaza, First Floor, opp. Butt Sweets, Johar Town, Lahore, 54000, Pakistan"
"Blazon Salon Johar Town","137",,,,,,"51-L Khokhar Chowk",,"Beauty salon","31.4694383","74.2726223","4.4","54000","51-L Khokhar Chowk, Block L Johar Town, Lahore, Punjab 54000, Pakistan"
"VISHA'S SALON","20",,,,,,"486 H2",,"Beauty salon","31.4700177","74.2642424","4.8","54000","486 H2, Block H 2 Phase 2 Johar Town, Lahore, Punjab 54000, Pakistan"
"Zee Beauty Salon-for Women","21",,,,,,"Park, Street Noor Park 1",,"Beauty salon","31.7980187","74.2534323","4.8","39000","Park, Street Noor Park 1, Canal Park Muridke, Sheikhupura, Punjab 39000, Pakistan"
"The Glam Beauty salon","19",,,,,,"GT Rd, near masjid Haleema Sadia,Douke",,"Beauty salon","31.8164111","74.2532969","5",,"GT Rd, near masjid Haleema Sadia,Douke, Muridke, Sheikhupura, Punjab, Pakistan"
"Nikhar Salon & Studio","119",,,,,,,,"Beauty salon","31.7096527","73.9822683","4.3","54000","area Allama Iqbal Park, Sheikhupura, Punjab 54000, Pakistan"
"Fancy Men Salon","72",,,,,,"Stadium Rd",,"Hair salon","31.7078029","73.9764607","4.2",,"Stadium Rd, Sheikhupura, Punjab, Pakistan"
"Smart Boy Hair Salon","2",,,,,,"Main Khalid Rd, near Dr. Akhtar House",,"Beauty salon","31.7025735","73.975749","5",,"Main Khalid Rd, near Dr. Akhtar House, Muslim Ganj, Sheikhupura, Punjab, Pakistan"
"Aneela’s Beauty Salon","3",,,,,,"PX6H+7V7 Jarar Hussain, zaidi street",,"Beauty salon","31.7106635","73.9796785","4.7",,"PX6H+7V7 Jarar Hussain, zaidi street, Jinnah Park, Sheikhupura, Punjab, Pakistan"
"Raja Beauty Hair Salon","5",,,,,,"Q4C7+4JR",,"Beauty salon","31.7703686","74.1140073","4.2",,"Q4C7+4JR, Saikham, Sheikhupura, Punjab, Pakistan"
"La mirrors Hair and beauty/salon","2",,,,,,"Jinnah Park Market, near Punjab Broast",,"Beauty salon","31.7101145","73.9804613","5",,"Jinnah Park Market, near Punjab Broast, Jinnah Park, Sheikhupura, Punjab, Pakistan"
"New She Beauty Saloon","15",,,,,,"PX99+J89 Opp: Oriental Model School",,"Beauty salon","31.7190373","73.968356","3.9",,"PX99+J89 Opp: Oriental Model School, Behari Colony Civil Lines, Sheikhupura, Punjab, Pakistan"
"Zari parlour","2","0","1","1","0","0","G48X+32W",,"Beauty salon","31.5152321","74.1475838","2.5",,"G48X+32W, Tariddewala, Sheikhupura, Punjab, Pakistan"
"Chishti Pakwan Center Nawa Pend","0",,,,,,"Nawa Pend Stop Street Number 1, Road",,"Hair salon","31.5554238","74.1770249",,"39541","Nawa Pend Stop Street Number 1, Road, Nawa Pend Sharaqpur, 39541, Pakistan"
"Ikram hair saloon","0",,,,,,"R247+R2P",,"Hair salon","31.8070834","74.0125721",,,"R247+R2P, Ammoke, Sheikhupura, Punjab, Pakistan"
"Magic Finger Beauty Saloon","0",,,,,,"GRPJ+X6W, near HBL bank",,"Beauty salon","31.5374986","73.8305661",,,"GRPJ+X6W, near HBL bank, Warburton, Nankana Sahib, Punjab, Pakistan"
"Hair Salon tHErian","1",,,,,,"HVVX+MWF",,"Hair salon","31.5941791","73.8997958","5","39100","HVVX+MWF, Therian, Nankana Sahib, Punjab 39100, Pakistan"
"MUZMMAIL tv مزملtv","0",,,,,,"HR68+J4P، Feroze Watwan",,"Nail salon","31.5615808","73.8153144",,,"HR68+J4P، Feroze Watwan, Warburton, Sheikhupura, Punjab, Pakistan"
"Aloevera Beauty Salon & Ladies Fitness Center","51",,,,,,"Alfalah Bank, Street",,"Beauty salon","31.4651566","74.1048885","4.5","39460","Alfalah Bank, Street, Mohalla Haji Pura Sharaqpur, Sheikhupura, Punjab 39460, Pakistan"
"Decent Saloon By Shagufta Tubssum","1",,,,,,"Canada Colony, 103 Pakistan",,"Beauty salon","31.4565975","73.7022522","5",,"Canada Colony, 103 Pakistan, Shad Bagh Colony, Nankana Sahib, Punjab, Pakistan"
"Newyork Hair Cutting Salon","1",,,,,,"CPX3+WJ5, Railway Rd",,"Hair salon","31.4497693","73.7041045","5","39100","CPX3+WJ5, Railway Rd, Mohalla Masjid Noor, Nankana Sahib, Punjab 39100, Pakistan"
"Riast Hair Saloon","1",,,,,,"FP9R+P3M Abadi Yousuf wala",,"Hair salon","31.4693492","73.7401844","5",,"FP9R+P3M Abadi Yousuf wala, Nankana Sahib, Punjab, Pakistan"
"Royal beauty hub training and fitness center","2",,,,,,"CMWW+329, near latif shah",,"Beauty salon","31.4452596","73.6951542","5",,"CMWW+329, near latif shah, Mohalla Qasaian, ddarbar, Nankana Sahib, Punjab, Pakistan"
"Amber Salon and Training","3",,,,,,"CPX6+PF",,"Beauty salon","31.449346","73.711211","5",,"CPX6+PF, Housing Colony, Nankana Sahib, Punjab, Pakistan"
"Al jannat","3",,,,,,"CPX4+GQC",,"Beauty salon","31.4488054","73.7069034","5",,"CPX4+GQC, Nankana Sahib, Punjab, Pakistan"
"Perfect Hair Salon","4",,,,,,"FJ83+MH3",,"Hair salon","31.4666333","73.6039338","5",,"FJ83+MH3, Martinpur, Nankana Sahib, Punjab, Pakistan"
"Ikraam Hair Saloon","5",,,,,,"FP32+WCF, Canada Colony bhata abadi",,"Hair salon","31.4548165","73.7010553","4.4","39100","FP32+WCF, Canada Colony bhata abadi, Nankana Sahib, 39100, Pakistan"
"New art beauty salon","2",,,,,,"P239+4HX",,"Beauty salon","31.7028601","74.0189821","5",,"P239+4HX, Khan Colony, Sheikhupura, Punjab, Pakistan"
"Gehna Beauty Parlour Branch 2","1",,,,,,"park, Tuba masjid, opposite housing colony",,"Beauty salon","31.7047974","74.0224363","5","39350","park, Tuba masjid, opposite housing colony, Sheikhupura, 39350, Pakistan"
"Mithu Hair Saloon","2",,,,,,"CPW7+PF2",,"Hair salon","31.4467693","73.7136321","4",,"CPW7+PF2, Madina Town, Nankana Sahib, Punjab, Pakistan"
"Hair Force","3",,,,,,"P23C+VQM, Main Rd",,"Beauty salon","31.7047044","74.0219065","5",,"P23C+VQM, Main Rd, Housing Colony Sheikhupura, Punjab, Pakistan"
"Gamely Beauty Salon","5",,,,,,"CPX4+QRJ",,"Beauty salon","31.4494623","73.7070025","3.4",,"CPX4+QRJ, Nankana Sahib, Punjab, Pakistan"
"Beauty blush","1",,,,,,"P25C+G2R, Street No. 4",,"Beauty salon","31.708864","74.0200126","5",,"P25C+G2R, Street No. 4, Sheikhupura, Punjab, Pakistan"
"Rehman hair Dreesson","2",,,,,,"CPX6+5VG, Quba Rd",,"Hair salon","31.4479257","73.71221","4","39000","CPX6+5VG, Quba Rd, Housing Colony, Nankana Sahib, Punjab 39000, Pakistan"
"City Salon","1",,,,,,"P23C+VJX",,"Hair salon","31.704746","74.0216182","3",,"P23C+VJX, Housing Colony Sheikhupura, Punjab, Pakistan"
"Ali Gamaly parlour","1",,,,,,"FP23+5WC",,"Hairdresser","31.4504425","73.7047705","1",,"FP23+5WC, Mohalla Mandir Gali, Nankana Sahib, Punjab, Pakistan"
"Mona's beauty salon","44",,,,,,"mona's salon shahkot, Ghosia mohala ghosia parak",,"Beauty salon","31.5732685","73.489769","4.9","39630","mona's salon shahkot, Ghosia mohala ghosia parak, Shahkot, Nankana Sahib, Punjab 39630, Pakistan"
"Dulhan Beauty Saloon","4",,,,,,"House No. 70 Y Block, colony",,"Beauty salon","31.7048721","74.0193996","4.3",,"House No. 70 Y Block, colony, Housing, Sheikhupura, Pakistan"
"ABS Saloon","2",,,,,,"P22C+J9V",,"Beauty salon","31.7016146","74.0209286","4",,"P22C+J9V, Khan Colony, Sheikhupura, Punjab, Pakistan"
"Green Star Beauty Saloon","0",,,,,,"CMWX+HMW",,"Beauty salon","31.446487","73.6992056",,"39100","CMWX+HMW, Moga Mandi, Nankana Sahib, Punjab 39100, Pakistan"
"Chandni Beauty Salon","0",,,,,,"Sheikh Waris Street, opposite Al-Karim Hospital",,"Beauty salon","31.4490138","73.7070425",,"39100","Sheikh Waris Street, opposite Al-Karim Hospital, Nankana Sahib, Punjab 39100, Pakistan"
"Fi & Fa Beauty Salon","3",,,,,,"PX7W+93X, Marshal St",,"Beauty salon","31.7134949","73.9952243","5",,"PX7W+93X, Marshal St, Mohalla Hanjran Wala, Sheikhupura, Punjab, Pakistan"
"Madina Beauty Parlour","0",,,,,,"FP46+277, Railway Rd",,"Beauty salon","31.4550492","73.7106693",,"39100","FP46+277, Railway Rd, Nankana, Nankana Sahib, Punjab 39100, Pakistan"
"AREEJ BEAUTY PARLOR & SALON","0",,,,,,"CPX3+RWP Barket Ali Ghayyur Advocate, Street",,"Beauty salon","31.4495892","73.7048174",,,"CPX3+RWP Barket Ali Ghayyur Advocate, Street, Mohalla Masjid Noor, Nankana Sahib, Punjab, Pakistan"
"Sameera beauty salon and cosmetics","1",,,,,,"Q49F+M49, Allahabad - Kanganpur Rd",,"Beauty salon","30.7691512","74.1228444","5",,"Q49F+M49, Allahabad - Kanganpur Rd, Kanganpur, Kasur, Punjab, Pakistan"
"MORI SCHEME","0",,,,,,"CPW8+PPP",,"Beauty salon","31.4468493","73.7168187",,,"CPW8+PPP, Madina Town, Nankana Sahib, Punjab, Pakistan"
"Taiba Beauty saloon","0",,,,,,"FP42+C85",,"Beauty salon","31.45601","73.7008716",,,"FP42+C85, Nankana Sahib, Punjab, Pakistan"
"Areezy Beauty Salon","2",,,,,,"Q49F+C6W, Allahabad - Kanganpur Rd",,"Beauty salon","30.7686093","74.1230842","5",,"Q49F+C6W, Allahabad - Kanganpur Rd, Kanganpur, Kasur, Punjab, Pakistan"
"Royal Beauty Salon","0",,,,,,"Al Noor Plaza, near Hamdard Book",,"Beauty salon","31.4511127","73.7058884",,,"Al Noor Plaza, near Hamdard Book, Nankana Sahib, Punjab, Pakistan"
"Best choice beauty salon by noureen","9","9","0","0","0","0","Z housing cly masjad touba, 18",,"Self service health station","31.7079035","74.0204086","5","39350","Z housing cly masjad touba, 18, 18-z Sheikhupura, 39350, Pakistan"
"مسکان بیوٹی پارلر","2","2","0","0","0","0","P233+HGF",,"Hair salon","31.7039333","74.0038083","5",,"P233+HGF, Rehmanpura Colony, Lahore, Sheikhupura, Punjab, Pakistan"
"Mehak Beauty Palour","5","3","0","0","1","1","Main Kot Pindi Dass Rd",,"Beauty salon","31.7116747","74.0032573","4","39350","Main Kot Pindi Dass Rd, Rehmat Colony, Sheikhupura, Punjab 39350, Pakistan"
"Zain hair saloon","1","0","0","0","1","0","P234+63G",,"Hair salon","31.7030201","74.0051982","3",,"P234+63G, Rehmanpura, Sheikhupura, Punjab, Pakistan"
"Dilkash beauty parlour","2","2","0","0","0","0","M3V6+FR8",,"Beauty salon","31.6936706","74.062085","5",,"M3V6+FR8, Bhatto Callony Joyan Wala Morr, Sheikhupura, Punjab, Pakistan"
"Deluxe Hair Care","0",,,,,,"P239+446 Centre Point, Bypass",,"Hair salon","31.7027762","74.0177694",,"39350","P239+446 Centre Point, Bypass, Khan Colony, Sheikhupura, Punjab 39350, Pakistan"
"Neela Saloon","0",,,,,,"P225+X99, Jail Rd",,"Hair salon","31.7024128","74.0084801",,,"P225+X99, Jail Rd, Rehmanpura, Sheikhupura, Punjab, Pakistan"
"Blue Fox Gents Beauty Salon","0",,,,,,"P257+R6C",,"Beauty salon","31.709568","74.0130261",,"39350","P257+R6C, Defence Colony Sheikhupura, Punjab 39350, Pakistan"
"Golden Sonu beauty salon","0",,,,,,"P22G+Q5P masjid e tuba",,"Barber shop","31.7019605","74.0254427",,,"P22G+Q5P masjid e tuba, Housing Colony Sheikhupura, Punjab, Pakistan"
"Jani hair style","0",,,,,,"FMHX+WWV",,"Barber shop","31.47982","73.6998188",,,"FMHX+WWV, Khepan Wala, Nankana Sahib, Punjab, Pakistan"
"SECRET OF BEAUTY SALOON AND STUDIO","0",,,,,,"DILLI WALI MASJID, KASHIF, KASHIF PARK, Street Number 1",,"Beauty salon","31.7077275","74.01242",,"39350","DILLI WALI MASJID, KASHIF, KASHIF PARK, Street Number 1, Housing Colony, Sheikhupura, 39350, Pakistan"
"Saleem Market, Opposite KFC","0",,,,,,"P239+56M KFC",,"Beauty salon","31.7029501","74.0180433",,,"P239+56M KFC, Khan Colony, Sheikhupura, Punjab, Pakistan"
"Hair Saloon","1",,,,,,"RWC9+RPG, Jandiala Rd",,"Beauty salon","31.8220549","73.9193397","5",,"RWC9+RPG, Jandiala Rd, Jandiala Sher Khan, Sheikhupura, Punjab, Pakistan"
"Zainab beauty parlour","1",,,,,,"kahtria wala, Muhala",,"Beauty salon","31.8193588","73.9189787","5",,"kahtria wala, Muhala, Jandiala Sher Khan, Sheikhupura, Punjab, Pakistan"
"Good luck hair saloon","6",,,,,,"PXGR+62R",,"Hair salon","31.7256077","73.9900218","5",,"PXGR+62R, Sheikhupura, Punjab, Pakistan"
"Bushra beauty parlour","16",,,,,,,,"Beauty salon","31.1248188","74.4517538","4.5",,"Jinnah Colony Kot Azam Khan, Kasur, Punjab, Pakistan"
"Signora Parlour And Training Institute","15",,,,,,"House # 38-B, Street # 2, Paras Road",,"Beauty salon","31.1201594","74.4551209","4.5","55050","House # 38-B, Street # 2, Paras Road, Tariq Colony Kasur, Punjab 55050, Pakistan"
"Stars Amanat Bobby Beauty parlour","6",,,,,,,,"Beauty salon","31.1149375","74.4415625","5",,"Essa Nagar Kasur, Punjab, Pakistan"
"Shainooz Beauty Salon","6",,,,,,"4CPR+95W, Khara Rd",,"Beauty salon","31.1359888","74.4404665","3.7",,"4CPR+95W, Khara Rd, Zulfiqar Town Kasur, Punjab, Pakistan"
"Meeru’s Makeup and Hair studio","16",,,,,,"116 Kasur - Raiwind Rd",,"Beauty salon","31.1333783","74.4369855","4.7","55050","116 Kasur - Raiwind Rd, Madina Town, Kasur, Punjab 55050, Pakistan"
"K.N Salon","2",,,,,,"4F63+F56",,"Hair salon","31.1111618","74.4528869","5",,"4F63+F56, Kot Molvi Abdul Qadar Kot Molvi Abdul Qadir, Kasur, Punjab, Pakistan"
"ROMI HAIR SALON","5",,,,,,"4CGW+638, Shah Inyat Colony Road",,"Hair salon","31.1255468","74.4451964","5",,"4CGW+638, Shah Inyat Colony Road, Azhar Colony Basti Khadimabad, Kasur, Punjab, Pakistan"
"NK Salon","16",,,,,,"Tipu Market, Shop#6 jawa jump, near Jazz Franchise",,"Hair salon","31.2494136","74.2185601","4.3",,"Tipu Market, Shop#6 jawa jump, near Jazz Franchise, Raiwind, Pakistan"
"Asif prince hair saloon","2",,,,,,"4FP5+7G2, Service Rd",,"Beauty salon","31.1356436","74.4587588","5",,"4FP5+7G2, Service Rd, Kasur, Punjab, Pakistan"
"M KsNaqeebi Salon & Parlour","0",,,,,,"56GR+9QJ",,"Beauty salon","31.1759703","74.2418873",,,"56GR+9QJ, Matta, Kasur, Punjab, Pakistan"
"Waris Cutting Salon","1",,,,,,"4F76+FPH, Kachehri Rd",,"Hair salon","31.1136778","74.4618654","5","55050","4F76+FPH, Kachehri Rd, Abdul Shakoor Colony, Kasur, Punjab 55050, Pakistan"
"Pink Blush Beauty Salon","1",,,,,,"Salon, Kost Khazan Sings Rd, Raiwind, Lahore, Punjab 55150, Pakistan Beauty",,"Beauty salon","31.2485832","74.2175701","5","55150","Salon, Kost Khazan Sings Rd, Raiwind, Lahore, Punjab 55150, Pakistan Beauty, Raiwind, 55150, Pakistan"
"Allah Maalik Hair Salon","4",,,,,,"Milad Gate, Shahbaz Khan Rd",,"Hair salon","31.1215404","74.4530706","5","55050","Milad Gate, Shahbaz Khan Rd, Tariq Colony Munir Shaheed Colony, Kasur, Punjab 55050, Pakistan"
"Nadeem hair dresser","1",,,,,,"66W7+CRR",,"Beauty salon","31.2462236","74.2144234","5",,"66W7+CRR, Raiwind, Kasur, Punjab, Pakistan"
"Glow Beauty Saloon","1",,,,,,"4CPR+XP3",,"Beauty salon","31.1373992","74.4417902","5",,"4CPR+XP3, Mushtaq Colony Kasur, Punjab, Pakistan"
"Kaka G Hair Salon","3",,,,,,"4677+5JG",,"Hair salon","31.1129375","74.2140625","5","55050","4677+5JG, Amar Pura, Kasur, Punjab 55050, Pakistan"
"Zain beauty Saloon (زین بیوٹی سیلون)","1",,,,,,"7628+FW8, Cinema Rd",,"Beauty salon","31.2511641","74.2173297","5",,"7628+FW8, Cinema Rd, Railway Colony Raiwind, Kasur, Punjab, Pakistan"
"Boots Salon","1",,,,,,"4FC5+8WM",,"Beauty salon","31.1208485","74.4598118","5","55050","4FC5+8WM, Tariq Colony Kasur, Punjab 55050, Pakistan"
"AR Style saloon سٹائل سلون AR","1",,,,,,"Sue-e-Asal Road",,"Hair salon","31.2823819","74.3050191","5",,"Sue-e-Asal Road, Kasur, Punjab, Pakistan"
"waves maker club","4",,,,,,"4C6V+JHW",,"Beauty salon","31.111606","74.443957","4.8",,"4C6V+JHW, Kot Murad Khan Kasur, Punjab, Pakistan"
"Style in Beauty salon & Mandi center","4",,,,,,"4C9X+G74 dailgira, Landa Bazar, above Makkah food point",,"Beauty salon","31.1187676","74.448204","5",,"4C9X+G74 dailgira, Landa Bazar, above Makkah food point, Walled City, Kasur, Punjab, Pakistan"
"Nadia Beauty Salon","1",,,,,,"Shahbaz Khan Rd, opposite Punjab Bank near Service Shoes",,"Beauty salon","31.1220968","74.4595211","5",,"Shahbaz Khan Rd, opposite Punjab Bank near Service Shoes, Tariq Colony Kasur, Punjab, Pakistan"
"mustafa saloon","6",,,,,,"4FG3+28G mustafa salon",,"Beauty salon","31.1250737","74.4533202","4.7",,"4FG3+28G mustafa salon, Kot Azam Khan Munir Shaheed Colony, Kasur, Punjab, Pakistan"
"Azam hear fashion","4","4","0","0","0","0","56CP+VP",,"Hair salon","31.1722001","74.2369132","5",,"56CP+VP, Matta, Kasur, Punjab, Pakistan"
"Saki hair dresser","0",,,,,,"56V3+C3P, near Tana burger Wala",,"Beauty salon","31.1935874","74.2027021",,,"56V3+C3P, near Tana burger Wala, RoadBhamba Kalan, Kasur, Punjab, Pakistan"
"MKhurramNaqeebi salon","1","1","0","0","0","0","56GR+5Q9",,"Foot massage parlor","31.1754224","74.2419963","5",,"56GR+5Q9, Matta, Kasur, Punjab, Pakistan"
"AD Hair Studio","11","9","1","1","0","0","Kasur - Raiwind Rd",,"Hair salon","31.1316072","74.4498628","4.5","55050","Kasur - Raiwind Rd, Kasur, Punjab 55050, Pakistan"
"Ali Hairdresser","2","2","0","0","0","0","4F68+79W, Naseem Hayat Rd",,"Hair salon","31.1107313","74.4659446","5","55050","4F68+79W, Naseem Hayat Rd, Abdul Shakoor Colony, Kasur, Punjab 55050, Pakistan"
"Aishaa beauty salon","1","1","0","0","0","0","4F78+726",,"Beauty salon","31.1131591","74.4650188","5",,"4F78+726, Abdul Shakoor Colony, Kasur, Punjab, Pakistan"
"GM Salon","22","11","3","3","4","1","BOP, Mian Shahbaz khan road, opzite",,"Beauty salon","31.1219524","74.4576943","3.8","55050","BOP, Mian Shahbaz khan road, opzite, Kasur, 55050, Pakistan"
"Al Saudia Beauty Salon","1","1","0","0","0","0","Raja Center, Railway Rd",,"Beauty salon","31.1185712","74.4437064","5","50505","Raja Center, Railway Rd, Railway Park Kasur, Punjab 50505, Pakistan"
"Salon Express","18","12","2","1","2","1","Bhatta Chowk, College Rd, near Jameia Masjid Hazori",,"Hair salon","31.1310108","74.454186","4.3","55050","Bhatta Chowk, College Rd, near Jameia Masjid Hazori, Kasur, Punjab 55050, Pakistan"
"Shan Ali hair dresser","1","1","0","0","0","0","4C9W+X3C, Dhan Pat Rd",,"Hairdresser","31.1199475","74.4451444","5",,"4C9W+X3C, Dhan Pat Rd, Railway Park Kasur, Punjab, Pakistan"
"4U Hair Salon & Beauty Parlour","2",,,,,,"R6G7+R8J, Street no 1",,"Hairdresser","30.8270984","74.2132759","5",,"R6G7+R8J, Street no 1, Small village, Kul, Kasur, Punjab, Pakistan"
"Grace Beauty Salon","8","6","0","0","0","2","4FG2+PFH, Dhorr Kot Rd",,"Beauty salon","31.1268083","74.4512307","4.3",,"4FG2+PFH, Dhorr Kot Rd, Kot Azam Khan Kasur, Punjab, Pakistan"
"الہادی ھیرسیلون","1",,,,,,"33VP+PM9",,"Beauty salon","31.0942876","74.086747","5",,"33VP+PM9, Chak 15, Kasur, Punjab, Pakistan"
"M.Hussain hair cut and beauty salon","0",,,,,,"R6G7+R8J, Bhagoke - Kul Rd",,"Hair salon","30.8270986","74.2132771",,,"R6G7+R8J, Bhagoke - Kul Rd, Kul, Kasur, Punjab, Pakistan"
"Style Inn Beauty Parlour","3","2","0","0","1","0","4CGW+F5C, Khara Rd, Shah Inayat Colony",,"Beauty salon","31.1261907","74.4453958","4.3","55050","4CGW+F5C, Khara Rd, Shah Inayat Colony, Kasur, Punjab 55050, Pakistan"
"Raja Hair Salon","6",,,,,,"X67M+X36",,"Hair salon","30.9649161","74.2326482","5",,"X67M+X36, Sanda Kasur, Kasur, Punjab, Pakistan"
"Anya's Salon by Ainee","255",,,,,,"63 Commercial",,"Beauty salon","31.3572773","74.1772064","4","54000","63 Commercial, Quaid Block Bahria Town, Lahore, 54000, Pakistan"
"Hifza beauty parlor","1","1","0","0","0","0","4C7J+6X3",,"Beauty salon","31.1130069","74.4324136","5",,"4C7J+6X3, Basti Chiragh Shah Kasur, Punjab, Pakistan"
"Yasir hair salon","3",,,,,,"Gandhian Rd",,"Hair salon","31.1680631","74.0996269","5",,"Gandhian Rd, Kot Radha Kishan, Kasur, Punjab, Pakistan"
"Shoaib kasuri","8","6","0","1","0","1","Shoaib roed shoaib kasuri, street",,"Hair salon","31.1282764","74.4600467","4.1","55050","Shoaib roed shoaib kasuri, street, Kot Mir Baz Khan, Kasur, Punjab 55050, Pakistan"
"Kashi beauti salon کاشی بیوٹی سلو ن","1",,,,,,"Street 2",,"Beauty salon","31.0886815","73.962369","5","55200","Street 2, Changa Manga, Kasur, Punjab 55200, Pakistan"
"Rida Beauty Parlor","2","2","0","0","0","0","61/B Qadiwind Rd",,"Beauty salon","31.1418436","74.4638537","5",,"61/B Qadiwind Rd, Gulberg Colony, Kasur, Punjab, Pakistan"
"perplex beauty salon &training center","2","1","1","0","0","0","4F67+PQ3 Gosia street, near pasport office",,"Beauty salon","31.1117722","74.4644186","4.5",,"4F67+PQ3 Gosia street, near pasport office, Abdul Shakoor Colony, Kasur, Punjab, Pakistan"
"Luxury salon","2",,,,,,"WG3C+GFV, Phatak Rd",,"Hair salon","31.9038632","74.5211566","5",,"WG3C+GFV, Phatak Rd, Narang Mandi, Sheikhupura, Punjab, Pakistan"
"About Us Salon","21","14","4","2","1","0","4CFV+FQF, Sheikh Rahim Buksh Road",,"Barber shop","31.1236808","74.4444162","4.3",,"4CFV+FQF, Sheikh Rahim Buksh Road, Kot Rukan Din, Kasur, Punjab, Pakistan"
"DUBAI BAHRAIN BEAUTY SALOON","1",,,,,,"WF8R+GVJ",,"Beauty salon","31.9163455","74.4921261","5",,"WF8R+GVJ, Narang Morr, Sheikhupura, Punjab, Pakistan"
"Yaseen salon","2",,,,,,"3MVQ+J4V",,"Hair salon","31.0941047","73.6877884","5",,"3MVQ+J4V, Wandhar, Kasur, Punjab, Pakistan"
"Defence Beauty Salon, Kasur","13","6","2","3","2","0","Mujahid Rd Bukhari Chowk",,"Beauty salon","31.1205209","74.4751891","3.6","55050","Mujahid Rd Bukhari Chowk, Defence Colony Kasur, Punjab 55050, Pakistan"
"The Cute Valley Saloon","1",,,,,,"1",,"Beauty salon","31.9055276","74.5152806","5",,"1, Narang Mandi, Sheikhupura, Punjab, Pakistan"
"Gulam Rasul hair salon","0",,,,,,"4PCV+W9Q, Unnamed Road",,"Hair salon","31.1223428","73.7434784",,,"4PCV+W9Q, Unnamed Road, Baler, Kasur, Punjab, Pakistan"
"Stylish Hairdresser","2","1","0","1","0","0","4C6W+77W, Salamat Pura Rd",,"Hair salon","31.1107318","74.44569","3","55050","4C6W+77W, Salamat Pura Rd, Salamatpura, Kasur, Punjab 55050, Pakistan"
"Rop Singhar Beauty Parlor & Training Centre","1",,,,,,"WG36+P29",,"Beauty salon","31.9042837","74.5101004","5","39050","WG36+P29, Narang Mandi, Sheikhupura, Punjab 39050, Pakistan"
"Sonu hair slaoon","0",,,,,,"4P8J+R7F, Shahrah-e-Quaid-e-Azam Rd",,"Beauty salon","31.117067","73.730686",,,"4P8J+R7F, Shahrah-e-Quaid-e-Azam Rd, Halla, Kasur, Punjab, Pakistan"
"Maha noor","0",,,,,,"WG49+Q3P, Younas Rd",,"Beauty salon","31.9070055","74.5177166",,,"WG49+Q3P, Younas Rd, Narang Mandi, Sheikhupura, Punjab, Pakistan"
"Bismillah Beauty Parlour","3","2","0","0","1","0","4CJW+MJH Chowk Khan Mahal Cinema, Kasur - Raiwind Rd",,"Beauty salon","31.1316906","74.446611","4.3","55050","4CJW+MJH Chowk Khan Mahal Cinema, Kasur - Raiwind Rd, Qadirabad Mushtaq Colony, Kasur, Punjab 55050, Pakistan"
